[4.22126567520663,4.62257375378773,-2.02950345157245,5.99794287285971,1.42687991120623,3.1661287388246,5.79592164849883,4.22407427235041,-2.02950345157245,5.99794287285971,1.42687991120623,3.1661287388246]
[4.22233398743831,4.63935830131561,-2.06651876892866,5.94767871512171,1.43965247494024,3.1652843250158,5.79161163854682,4.18293193849503,-2.06651876892866,5.94767871512171,1.43965247494024,3.1652843250158]
[4.22289664964218,4.64815567350213,-2.08606126056709,5.92120242768439,1.44638410053402,3.16484281546647,5.78933971377542,4.16126241181321,-2.08606126056709,5.92120242768439,1.44638410053402,3.16484281546647]
[4.22305376072942,4.65059853062313,-2.09153308172654,5.91380855113663,1.44826520153897,3.16472056164961,5.78870471905068,4.15521149737967,-2.09153308172654,5.91380855113663,1.44826520153897,3.16472056164961]
[4.22290541961122,4.64831953295446,-2.08633638764575,5.92079162606736,1.44648619150647,3.16483391503821,5.78930549923867,4.16092500026917,-2.08633638764575,5.92079162606736,1.44648619150647,3.16483391503821]
[4.22255172519876,4.64295134077195,-2.07387333356351,5.93744619306546,1.44223748398791,3.16509922710526,5.79074089920546,4.17454872555645,-2.07387333356351,5.93744619306546,1.44223748398791,3.16509922710526]
[4.22209277640324,4.63612661435144,-2.05754607471859,5.95906679271984,1.43670949253467,3.16543284932376,5.79260976381711,4.19222847831624,-2.05754607471859,5.95906679271984,1.43670949253467,3.16543284932376]
[4.22162866130887,4.62947783679814,-2.04075639835177,5.98094847517644,1.43109250189858,3.16575114229957,5.79451098134946,4.21011048009003,-2.04075639835177,5.98094847517644,1.43109250189858,3.16575114229957]
[4.22123287287145,4.62420229369753,-2.02600215063799,5.99963795371829,1.42626041678919,3.16599290041203,5.79615007078481,4.2253639509499,-2.02600215063799,5.99963795371829,1.42626041678919,3.16599290041203]
[4.22089509779113,4.62012588133119,-2.01293268930071,6.01562616777989,1.42209016884924,3.16616761108346,5.79756856453306,4.23838177190149,-2.01293268930071,6.01562616777989,1.42209016884924,3.16616761108346]
[4.22058855628151,4.61680504159045,-2.00063769311838,6.03017902933604,1.41826280167638,3.16629865170221,5.79887401585829,4.25019021782972,-2.00063769311838,6.03017902933604,1.41826280167638,3.16629865170221]
[4.22028647834635,4.61379637673463,-1.98820717340137,6.04456198965643,1.41445947534548,3.16640939135483,5.80017393876792,4.26181518710166,-1.98820717340137,6.04456198965643,1.41445947534548,3.16640939135483]
[4.21997001460696,4.61078623263667,-1.97500017207011,6.05966777252175,1.41045558433769,3.16651648268431,5.80154408719581,4.27397796118221,-1.97500017207011,6.05966777252175,1.41045558433769,3.16651648268431]
[4.21964251799794,4.60782463998957,-1.96112985177785,6.07534430786181,1.40629067195888,3.16661775144502,5.80297118829202,4.28654594873208,-1.96112985177785,6.07534430786181,1.40629067195888,3.16661775144502]
[4.21931120241047,4.6050248738554,-1.94684051590006,6.0912578371655,1.40205021668971,3.16670774941718,5.804426487552,4.29923807092003,-1.94684051590006,6.0912578371655,1.40205021668971,3.16670774941718]
